Review ID,Review Content,Review Score,Review Time
Booking.com,695507889,"
 Breakfast foods are excellent  good service
 ",7.0,2023-08-17T14:44:37+07:00
Booking.com,695507866,"
 
 Breakfast restaurant was very noisy. Clearing stations everywhere all making more noise than required. Could not enjoy a quite breakfast, moved table twice but still very loud. 2nd and 3rd day was better.",9.0,2023-08-15T05:21:28+07:00
Booking.com,695507875,"
 good access to the IT park
 the front staff is not comfortable",4.0,2023-08-13T16:08:18+07:00
Booking.com,695507942,"
 Clean, big
 Centralised Aircon is very poor, it’s still hot inside the room even you increase the fan & lower the temperature in the controller.",6.0,2023-08-11T07:28:15+07:00
Booking.com,695507922,"
 Like the customer service and Manager on Duty Lea was super helpful to make our stay comfortable 😀 👌 👍
 The Aircon was not working well.",8.0,2023-08-10T11:58:35+07:00
Booking.com,695507882,"
 
 Was my error to assume a hotel of this size would accept apple pay. What was disappointing was I had to negotiate hard for a paper CC payment (as I didn't have a physical CC) and that they would only allow one night accomodation and no food. The room was very average and given they would only allow me to pay for one night I went to a better quality hotel",4.0,2023-08-10T09:08:33+07:00
Booking.com,695507884,"
 
 Check-out takes too long.",1.0,2023-08-07T06:22:57+07:00
Booking.com,695507891,"
 The facilities and food was excellent
 The air conditioner was hot not cold. When reported nobody came to check the problem. Not impressed with that at all. 
A big negative from my point.",5.0,2023-08-06T05:13:50+07:00
Booking.com,686033061,"
 Nice and clean hotel with various restaurants. Wide selection of food available.
 Rooms need renovation.",7.0,2023-08-03T13:49:58+07:00
Booking.com,686033041,"
 Central location, clean room and linens, clean pool, friendly staff, near restaurants, close to shopping centres and great value for money.
 ",10.0,2023-08-01T15:59:18+07:00
Booking.com,686033034,"
 Good
 The room",9.0,2023-07-30T15:10:20+07:00
Booking.com,703910744,"
 The hotel is large and have ample amount of space for different functions. It is also situated in a very strategic and accessible location in the middle of the city. The staff are all well mannered and very hospitable.
 ",7.0,2023-07-26T08:41:02+07:00
Booking.com,686033053,"
 The bed was comfy
 The whole floor smelled like paint thinner. Constant Renovation noise. Toilet didn't work. Only like warm water. Old everything. Everything was overpriced for the value",2.0,2023-07-26T00:43:55+07:00
Booking.com,686033036,"
 Nice ambience, lobby and building. Good AC, warm water, but no shower handle. Ok morning robe and slippers, but you have to ask for it.
 Worn down, elevators don't show if they go up or down(!), pool area still under renovation after several years.
Breakfast don't even have decent bread, warm food is of the cheapest kind and they us the smallest glasses (like in budget hotels).
No more valet parking and parking garage is a disaster. You have to walk quite far and then drive down several levels just to get out and they demand payment to leave, if you don't have a validation slip (like in cheap hotels). Too much hassle. Parking outside the lobby too strict, considering the inconvenient and time-consuming garage,
Casino worn down, no bar or decent drink service, very few games. They didn't even have Black Jack or Roulette (last on request and therefore mostly empty).
We just tried two restaurants, but they didn't have good food and were mostly empty.",5.0,2023-07-23T18:50:50+07:00
Booking.com,678759758,"
 The staff and the facilities 😇
 ",10.0,2023-07-18T03:22:23+07:00
Booking.com,678759750,"
 The beds are very comfortable and the bathroom has a tub, which my kids loved. 

The lobby is spacious and the restaurant/bar had a several choices for all ages. 

There are also a lot of choices for places to eat in the hotel building itself. If you want more choices, just cross the street and you are right smack in IT park.
 The convention area hosts a lost of big function rooms.
The bathrooms, however, are not hotel grade and is bit of a walk from our convention area.",9.0,2023-07-17T04:03:44+07:00
Booking.com,678759738,"
 Location and services around
 Shower head is old and bent, Bed is hard and lumpy.
Bad smell especially on the way to gym and pool.",5.0,2023-07-10T16:15:54+07:00
Booking.com,678759730,"
 The staff is so friendly and very welcoming from the beginning.  ￼ the first thing I noticed was the high level of security.  You can relax knowing it is a safe place to stay.￼  The rooms are very clean and the beds are very comfortable.  There are several restaurants here as well. If you’re hungry, you don’t even need to leave the hotel. There is always a cab waiting out front if you need to go anywhere.  It’s a 100 peso cab fare two excellent, shopping and dining.
 ",10.0,2023-07-10T01:11:52+07:00
Booking.com,678759762,"
 overall
 ",10.0,2023-07-06T05:43:31+07:00
Booking.com,678759726,"
 location was good, stuff are very kind
 bathtub dose not flow, we were spent waste of time coz we had to wait for changing room for that problem.
if bathtub was no problem, this hotel get max point.",8.0,2023-07-02T09:48:50+07:00
Booking.com,671289266,"
 The location, room, and the lobby has nice restaurants and cafes, the hotel is amazing overall
 My check-in experience wasn’t the best, I had to wait for quite some time to check into my room, the breakfast wasn’t also good",9.0,2023-06-30T09:53:31+07:00
Booking.com,671289320,"
 price for the room and breakfast. the staff is nice.
 the air conditioned not that cool. hard to sleep",9.0,2023-06-29T01:44:19+07:00
Booking.com,671289241,"
 Convenient location, good bfast buffet
 Amenities are old, no bidet in bathroom",8.0,2023-06-26T03:02:08+07:00
Booking.com,671289225,"
 Lobby
 Bathrooms",7.0,2023-06-22T15:47:59+07:00
Booking.com,671289229,"
 We got there little early so the stuff let us check in at 12noon..and also our room got upgraded for free..😍😍thank u waterfront cebu city we will come back again..
 All is good.from the hotel staff and the people in the hotel",10.0,2023-06-19T04:36:27+07:00
Booking.com,671289309,"
 
 long que in the reception bt only was in the counter",3.0,2023-06-18T16:05:58+07:00
Booking.com,664070624,"
 It’s almost like small mall , very nice please highly recommended
 All it’s perfect",10.0,2023-06-14T14:53:15+07:00
Booking.com,664070604,"
 Location is good. More than 1 restaurants inside the hotel. Security is good. Rooms are bigger. Excellence Hotel Lobby.
 Faucets, Bath Tab, and Toilet condition needs improvement.",9.0,2023-06-12T15:08:00+07:00
Booking.com,664070606,"
 Everything
 Nothing",10.0,2023-06-12T14:59:29+07:00
Booking.com,664070547,"
 All thrle staff were courteous and helpful. The place is fabulous.
 Long wait for restaurant if you order but the ceasar salad was very good.",9.0,2023-06-08T11:40:04+07:00
Booking.com,664070551,"
 Its an okay stay for me. I was expecting better room design but I guess since this is an old hotel. So the design of the room is already old compared to newer hotels. I did not see a mini bar though. breakfast was at 500 per person and I was told that its 750 or was it 800 if I will just go directly during breakfast and pay at their restaurant. So I took their promo and well, the breakfast was just ok. its not that great. but its not also bad. we went during Holy Week, we check in for 1 day during Friday and check out Saturday. I thought their casino would be available but unfortunately its Friday and Saturday. I choose this hotel thinking that they are operating their casino during Holy week. But unfortunately it was not.
 When I first entered their room. I did not like the smell. I guess its their air freshener that they used. its just does not smell nice. Its a little strong and kind of confusing. its like an old smell.",7.0,2023-06-06T19:39:12+07:00
Booking.com,664070616,"
 This hotel is absolutely beautiful. Service is exceptional, we had to leave super early for a 6am flight, I had accidentally booked this hotel thinking it was the one in front of the airport, although they weren't able to switch my bookings they more than happy to find us a taxi to pick us up early in the morning. Hot water, bed was decent. I was unable to use any of the good amenities that I saw, since our flight was so early. I saw a casino and I believe I saw they had a bar, room service, though more on the expensive side, had a lot of options and is 24 hours when I was there.
 There is a limited amount of plugs in our room, though it's not a big upset, it was still a little inconvenient. There is quite a big step to simply get in the shower, I did find it a little strange. A big upset that there are two waterfront hotels. This one, and the one right next to the airport, and unfortunately I wasn't able to cancel my reservation without a fee, though it is my fault for not paying attention.",9.0,2023-06-03T18:17:16+07:00
Booking.com,664070620,"
 good location ,good staff in restaurants & bars
 didn’t respond to e-mails",9.0,2023-06-02T09:22:30+07:00
Booking.com,657453725,"
 location
 rooms are not in good condition bathroom poor repair tub flooded I have to transfer to Radisson blu hotel",2.0,2023-05-24T15:17:16+07:00
Booking.com,657453759,"
 Toilets are old. No hot water. No bidet. Thry should update to current standards in toilets.
 Toilet has no washer or bidet.",6.0,2023-05-20T10:07:59+07:00
Booking.com,651083022,"
 Rooms are clean And smell good
 ",8.0,2023-05-11T15:07:36+07:00
Booking.com,651083057,"
 The on-site registration/rebooking. The room and the room maiden. The Breakfast. The hotel included restaurants. The Hall for our venue. The cocktails. The experience and the appearance. Elevators: Fast and big.
 The online registration. If  i am the manager, i would fire the responsible persons. I could not book the whole needed time online because of a voucher. I could only book the voucher-attached times. So, i ask by email before to extend my booking. No answer. So i extend the needed day by booking.com and ask for connecting the bookings to use the same room. First Answer: No Problem. Second Answer: Not possible. I was already really pissed off by the waterfront hotel! But the on-side desk corrects anything. No problem, Sir! This changed my mindset for the Waterfront.
The Pool is already very overused and need urgent renovation. Some places there smell like septic tank, the Waterfall is not working anymore and looks like a ruin.",10.0,2023-05-08T13:41:14+07:00
Booking.com,651083031,"
 none
 dirty",1.0,2023-05-04T06:50:03+07:00
Booking.com,651083034,"
 We had a most comfortable stay.  WiFi was very good, even on the 16th floor.  The onsite restaurants were good; especially La Gondola the Italian restaurant.  Food was nicely presented and most enjoyable.  They also have a nice slection of European wines.  The staff were friendly, welcoming and helpful.  Bed was very comfortable and the AC was very quiet and easy to control
 Had no problems at all.",9.0,2023-05-03T19:36:22+07:00
Booking.com,644574021,"
 Gym, group class.Food, service.r
 ",9.0,2023-04-28T13:31:16+07:00
Booking.com,644574080,"
 We love this hotel for Cebu. Some rooms are updated and others are not...it's the luck of the draw.  The breakfast is always the best in Cebu with so many choices and the pool is beautiful with such a great location! Be sure and check out the Metro Mall if you need anything.
 Some rooms are good and others need updating.",9.0,2023-04-25T14:49:32+07:00
Booking.com,644574059,"
 clean
 all great",10.0,2023-04-22T20:01:56+07:00
Booking.com,644574051,"
 The lobby was beautiful.
 No banana splits. Kids disappointed.. Furniture old and hard. Beds not turned down. Refrigerator empty, no drinks. Airport lemo's less expensive than hotel transportation. 4 stars hotels usually free to guests. No snack bar with goodies or drinks. Food much more expensive for a casino, than in Vagas 4 Stars. USA.",6.0,2023-04-20T10:02:55+07:00
Booking.com,644574035,"
 Excellent staff, room cleaned every day, breakfeast great as was room service!
 No smart tv",10.0,2023-04-20T04:31:27+07:00
Booking.com,633844266,"
 very friendly staff, plenty of restaurants and shops
 long walk to downtown area, taxi was the only option",9.0,2023-04-12T19:01:11+07:00
Booking.com,633844306,"
 the staff
 the non-existent wifi",4.0,2023-04-11T11:36:55+07:00
Booking.com,627196469,"
 
 There was No iron inside the room",9.0,2023-03-19T12:14:08+07:00
Booking.com,627196489,"
 convenient location for airport travel
 there wasn’t any Wi-Fi despite being told we wouldn’t continue to have connection issues
the bar located in the lobby was extremely expensive ($40 for two White Russians)
we’ve stayed in other Waterfront Hotels where the employees were so much more amiable",4.0,2023-03-18T20:51:48+07:00
Booking.com,627196638,"
 Food was perfect as was everything there
 Nothing it was all top shelf",10.0,2023-03-14T00:27:21+07:00
Booking.com,627196479,"
 The restaurants - including breakfast - it was great! 5 star! 
The service was also spectacular, and the variety of areas in the hotel (pool, gym, sauna, restaurants, casino)
The travel service desk was also great and made booking trips even easier.
 I paid around $50 AUD for my laundry - that was disgraceful - and they left stains on one of my shirts. That left a bad taste in my mouth, and as we were leaving, we couldn't complain about it. It was poor service, and unexpected as everything else had been so great.",8.0,2023-03-14T00:03:03+07:00
Booking.com,627196561,"
 
 this facility is old and tired, and ran down. It’s very dirty and out of repair but expensive!",2.0,2023-03-11T00:04:07+07:00
Booking.com,627196645,"
 Good location, swimming pool, kind staff,
 remodeling exterior?",7.0,2023-03-10T16:57:01+07:00
Booking.com,627196605,"
 
 Free buffet wasnt given to us ,the manager did not care for us seniors inspite of travel agencys error.Floor carpetings old and stinks",5.0,2023-03-06T11:59:00+07:00
Booking.com,601865926,"
 The location was quite accessible when it comes to shopping centres and restaurants. Our room was spacious and clean too.
 The toilet facilities were quite outdated and needed repair. The tap for the bath was broken and got dislodged when turned on.",7.0,2023-03-01T14:44:49+07:00
Booking.com,601865927,"
 location was great and breakfast was spectacular.
 shower was loose so you couldn’t use much pressure otherwise water went everywhere.",7.0,2023-02-26T07:41:08+07:00
Booking.com,601865930,"
 Foods are great!
 Coffee was not that great. ""cold"" when we were there.",8.0,2023-02-24T16:51:08+07:00
Booking.com,597842375,"
 Hey h hey GFS Ty I if
 Ug Beth b ng he",6.0,2023-02-21T14:32:28+07:00
Booking.com,597842358,"
 location and the lobby
 the hitel needs upgrade , AC is not working well, beds is are ild, halkway carpets  is not that clean and doesnt smell good",5.0,2023-02-15T15:51:10+07:00
Booking.com,597842408,"
 Buffet breakfast and dinner
 No issues",8.0,2023-02-10T15:50:55+07:00
Booking.com,597842310,"
 I like the buffet breakfast one of the best in the world
 ",10.0,2023-02-09T16:20:13+07:00
Booking.com,597842332,"
 Really great breakfast menu, good taste and big selection. The rooms have seen better times.
 ",7.0,2023-02-04T08:38:49+07:00
Booking.com,597842323,"
 The property is situated in a convenient location, close to the IT park, which has many restaurants and a little shopping mall. The larger mall is also only a 15min walk away. The buffet breakfast had many options, however, we did get sick and suspected the food here was the cause.
 The hotel room is quite dated and the TV is dodgy at best. The reception was very slow. Perhaps the procedures should be updated to be a little more efficient in getting through the long line of guests.",7.0,2023-02-03T14:51:47+07:00
Booking.com,597842309,"
 It has a very nice breakfast and very beautiful and relaxing lobby
 bathtub water faucet is not confortable
less noise compared to hotels surrounding ayala shopping center, it has the new ayala walking distance in IT park.",9.0,2023-02-03T12:19:43+07:00
Booking.com,594555992,"
 everything is good and everyone is kind
 ",10.0,2023-01-31T14:03:16+07:00
Booking.com,594556000,"
 The staff were friendly
 Poor breakfast service cups bowls milk running out . Decore in room out dated needs updating for price of room.",5.4,2023-01-26T19:48:33+07:00
Booking.com,594555990,"
 location
 carpets in the hallway ripped.., showers broken",5.0,2023-01-24T10:59:35+07:00
Booking.com,594555987,"
 Accesibility 
Efficient staff
Good food
 A bit old needs renovation
Gym is nice but needs a lot of imrpovwnt",9.0,2023-01-24T07:53:52+07:00
Booking.com,594555970,"
 It's location
 The phone was not working well in my room, it was so difficult  to contact housekeeping",8.0,2023-01-22T19:33:03+07:00
Booking.com,594555983,"
 proximity to IT park
 old hotel ambience",8.0,2023-01-20T06:22:43+07:00
Booking.com,594555972,"
 Would definitely come back. The staff were very accomodating and it was a nice and clean hotel for its price.
 The breakfast didn't specify pork dishes. Would also be nice if they served mangoes.",9.0,2023-01-13T05:52:17+07:00
Booking.com,581605292,"
 location was great
 Place os dated, maintenance needs doing.
Facilities need to be updated to modernise the place",8.0,2023-01-05T06:41:21+07:00
Booking.com,581605165,"
 We were allowed an hour earlier for check in.

Mr. Butch at the concierge was very nice.

Breakfast buffet is good.

Concierge guys are pleasant.
 Toiletries supply is inefficient.

No laundry bag.

Room phone is malfunctioning.

Wifi signal is poor.

Lobby Operator did not answer calls.

Cabinet for clothes is damaged.",6.0,2023-01-03T13:55:10+07:00
Booking.com,581605159,"
 clean and tidy place
 The toilets getting blocked all of the time",6.0,2023-01-03T04:20:19+07:00
Booking.com,581605342,"
 nice lobby and excellent restaurants
 hotel part is rundown . very old and outdated.",3.0,2023-01-02T20:07:58+07:00
Booking.com,581605178,"
 reasonable price
 old; damp",7.0,2023-01-02T15:39:11+07:00
Booking.com,581605269,"
 many things there at the hotel
 The tub and shower needs to be upgraded",9.0,2022-12-26T22:50:53+07:00
Booking.com,581605251,"
 Buffet awesome food👌
 None",10.0,2022-12-25T06:59:10+07:00
Booking.com,581605202,"
 Always a great place to stay.
Been staying here and using this hotel now over 10 years
 ",8.0,2022-12-23T17:10:52+07:00
Booking.com,581605208,"
 breakfast and some of the staff. clean rooms and nice Christmas feel
 reception was rude and unhelpful. shower didn’t work well and water was cold.",5.0,2022-12-17T14:21:44+07:00
Booking.com,581605244,"
 good breakfast. fair accommodation. concierge staff was really good. the house keeping guys were very friendly
 reception staff was very unhelpful and really disappointing experience.",6.0,2022-12-17T14:18:51+07:00
Booking.com,581605174,"
 very welcoming staff and well located with a casino and club downstairs.
 the beds were too hard for my preference of bed, but that’s just personal preference.",7.0,2022-12-14T06:00:20+07:00
Booking.com,581605288,"
 nothing was to my expectations
 they could have fixed the things that didn't work it took 3 days to get a flapper changed in the bathroom phone worked sometimes but most times did not work ac was bad room service took forever by the time i got my order i was too old to eat it. parking lot was awful, noise in the lobby was really bad hallways noisy elevators were always held up carpet in hallways was coming apart and dirty i had to sit down with the hotel manager and tell him what needed to be fixed in the room still didn't help much they pick and choose who to give a taxi too it looked very old and it was just not a good place to stay i will never go back.",1.0,2022-12-13T03:02:25+07:00
Booking.com,572293836,"
 the breakfast is excellent. good value for money
 nothing. everything is excellent",10.0,2022-11-29T03:47:50+07:00
Booking.com,572293811,"
 breakfast & huge lobby
 since 1997 rooms were not renovated, toilets faucet sinks & showers must also be renovated",8.0,2022-11-27T16:19:04+07:00
Booking.com,572293706,"
 Perfect place to get away and relax. They have everything you need on the property. Clean and modern with great hotel staff.
 It's a little bit out of the way but walking distance from the sugbo outside market.",10.0,2022-11-17T19:39:24+07:00
Booking.com,572293796,"
 Buffet breakfast
 Not as friendly as in the past.",5.0,2022-11-17T12:49:44+07:00
Booking.com,572293696,"
 it’s a nice place to stay. aircon and hot water. good buffet. staff very professional. a little pricey but still good value
 ",9.0,2022-11-17T08:53:47+07:00
Booking.com,572293623,"
 Everything from the front door till to the front desk was super. The front desk meet all our expectations, always helpful and friendly. The room and stay overall was super and everything is worth, you get what you pay for.
 For dinner we didn't try the dinner buffet because we were not hungry enough so we decided to order Ala Card. The food in the Uno restaurant is very delicous and the stuff are very friendly as always but how can you forget the plates. But how can it happen that the dimner will be served but nobody noticed that we do not have any plates. How are we supposed ti eat it. So we gave the restaurant another try at the next day during the breakfast buffet. The choices are great, stuff were very helpful and food again was very delicous. Unfortunately, the stuffs are a little bit disorganized and the stuff who guide you to your table are not aware which customers were first in the line, so it happened that other customers after us were served first. If you finished your plate they will directly try to get the old plates which is ok but please stop asking customer if you can have the other plate which is under your current plate while you are still eating. That's annoying and rude. Ask for empty used plates which are besode but not the one under your current plate while you are still eating. But overall it is apways a good choice toeat there. Elevator waiting times takes sometimes too long.",9.0,2022-11-16T06:15:37+07:00
Booking.com,572293747,"
 The gym, buffet breakfast, and the accommodating staff.
 ",9.0,2022-11-10T12:20:44+07:00
Booking.com,572293771,"
 Amazing breakfast
Staff was very nice and helpful
 Very far from the center of the city
Very old furniture and structure 
Too dar apart smoking area",6.0,2022-11-06T14:09:59+07:00
Booking.com,572293726,"
 Didn't have to leave the hotel if you didn't want to everything was available in the one facility. Good bar area, great pool area and casino. Breakfast was pretty good too.
 ",8.0,2022-11-06T10:09:22+07:00
Booking.com,572293663,"
 None
 For just 1 old face towel, I left in the Casino, they asked for it. I have to run to get it They did not let us to check out. I paid big amount in the hotel and lose big amount in casino, just for 1 old face towel. What the heck. I will not comeback there again. Never.",1.0,2022-11-03T05:42:02+07:00
Booking.com,572293765,"
 Its a humongous  hotel. Really  close to center
 No bidet in toilet and kind of old structure. But all in all  excellent  hotel",9.0,2022-11-01T08:28:01+07:00
Booking.com,572293781,"
 nice place
 nothing",8.0,2022-10-23T11:42:06+07:00
Booking.com,572293735,"
 the breakfast was beautiful
 the smell of sewage in the foyer and in pool area was very strong and hard to ignore , and no PWD access to the casino as escalators weren’t on.",6.0,2022-10-20T02:50:41+07:00
Booking.com,572293716,"
 Good location,  nicely refurbished since our last visit,  good selection of restaurants.
 The check in, check out experience is so bureaucratic and slow.  Lots of photocopying,  phone calls,  waiting for the room to be checked on leaving (really ?),  waiting for a document to be written to give to security guard so you can take your cases out .......",7.0,2022-10-17T10:45:45+07:00
Booking.com,572293856,"
 breakfast was good and nutritious. the grounds are well trimmed and the room was spacious.we were given a senior citizen discount for our room accommodation and food bought in the lobby.. so nice..
 t i",9.0,2022-10-17T10:43:28+07:00
Booking.com,566268975,"
 Shuttle service from airport to hotel.
 Bed was uncomfortable!",6.0,2022-09-30T15:53:11+07:00
Booking.com,566268992,"
 luxurious and elegant hotel with over 3 restaurants.
 rooms are very cold",10.0,2022-09-28T20:53:56+07:00
Booking.com,566268730,"
 The staff, the service, the food, treatment.
 I had to leave at the end of my stay 😂",8.0,2022-09-27T02:39:30+07:00
Booking.com,566268751,"
 center
 need upgrades the property",1.0,2022-09-26T11:59:57+07:00
Booking.com,566268705,"
 We had a nice stay here. Amazing staffs and rooms are spacious.
 ",7.0,2022-09-20T16:02:22+07:00
Booking.com,566268763,"
 Everything
 Nothing",8.0,2022-09-18T12:01:32+07:00
Booking.com,566268863,"
 very good room attendant
 n/a",10.0,2022-09-15T03:13:02+07:00
Booking.com,566268911,"
 Nice Room, Great Bathroom, Wonderful Breakfast
 The hallway to the gym and pool smelled terrible.",9.0,2022-09-13T18:49:22+07:00
Booking.com,566268899,"
 The breakfast was fantastic and lots of choices. The staff were super professional and friendly. The whole vibe was great. The view of Cebu was amazing.
 I liked everything about the hotel, the only thing I could say against it was it could do with the rooms being updated, apart from that a great place to stay.",9.0,2022-09-13T13:19:24+07:00
Booking.com,566268782,"
 great staff great hotel
 ",9.0,2022-09-12T13:52:42+07:00
Booking.com,566268716,"
 This place is amazing. The staff are beautiful people and the management are exceptional. I lost my wallet while I stayed there and the excellent people of this hotel helped me as much as they could. After I left they found my wallet and they are posting it back to me. I cannot fault this place and comes highly recommended. Thank you for an excellent experience.
 There was absolutely nothing I did not like about this place. Location is great. Food is out of this world and the workforce and ethic are brilliant. Keep up the good work waterfront hotel and casino. Love you all.",10.0,2022-09-12T12:31:42+07:00
Booking.com,566268692,"
 the glamourise and lavish decor and lovely restaurants.
 it’s Dated . requires renovations asap. aircon leaks on floor. bathroom is old and not up to scratch .. outside pool area is simply disgusting and disappointing to think management have allowed this once beautifully built relaxing area to a run down ruin that’s not relaxing or enjoyable.. it’s a shame ..",5.0,2022-09-09T04:04:05+07:00
Booking.com,566268693,"
 Breakfast buffet had a fantastic choice!! Food could have been a bit hotter.
 Old worn carpet next to newer carpet. Air con in elevator wasn't great. LONG walk to elevator. Just one smoking area for the hotel!!!",5.0,2022-09-04T15:01:21+07:00
Booking.com,566268837,"
 My family and I had a very quick visit in Cebu last August 30,2022 and we had booked 3 rooms for our accommodation at Waterfront Hotel and Casino.The staff were so amazing and the breakfast? Superb!!!!! It is really worth the price. Kudos to all staff and chef of waterfront cebu. See you on my next visit.
 ",10.0,2022-09-03T16:35:18+07:00
Booking.com,566268988,"
 Staff was great, friendly and helpful
 Paid more for Ambassador room but got none of the Perks that were to come with it. The Ambassador club was closed. Picked hotel for pools but pool was in disrepair.",5.0,2022-09-03T13:49:44+07:00
Booking.com,566268883,"
 Location, neat
 Bathroom door was unable to be closed and locked",9.0,2022-09-02T08:22:54+07:00
Booking.com,566268721,"
 Breakfast is great and staff is great
 Let go of old linens please.",10.0,2022-09-01T14:28:57+07:00
Booking.com,566268906,"
 The rooms were spacious and it was in a good location. The lobby was gorgeous.
 The rooms were seriously old; tried to use the bathtub but some white fragments were peeling off of the bottom of the tub so you can see these white stuff floating on the water and end up sticking to you if you try to soak in the tub. Food was so-so. Almost broke my teeth on the bread used for the mafia sub. The staff were at least friendly, but the hotel rooms and amenities need serious updating.",7.0,2022-08-29T21:31:22+07:00
Booking.com,566268927,"
 First, i love the breakfast buffet since it has a lot of
choices.
The restaurants inside are good too although 
expensive.
 It needs an upgrade. The entire room could use a
new design. TV is old, could be replaced by Smart
TV, the remote has some issues.",8.0,2022-08-29T18:26:19+07:00
Booking.com,566268979,"
 
 Only card was accepted for the deposit and cash was not",8.0,2022-08-29T15:24:34+07:00
Booking.com,566268881,"
 Location was awesome.  The room was neatly laid out.
 The escalators to the casino were not working. My aunt has trouble with stairs so that was a major downside.",8.0,2022-08-28T15:04:40+07:00
Booking.com,566268892,"
 I booked two rooms, I was told on check in that breakfast was included for both rooms. The hotel gave me cards confirming breakfast was included for both rooms 

At breakfast they claimed it was only included for one room and refused to let me finish a coffee. I paid their charges including for the breakfast that they would not let me have 

The WiFi did not work either 

There are in my experience better options and I personally will not return - very dissatisfied with their attitude
 ",2.0,2022-08-26T13:24:40+07:00
Booking.com,566268932,"
 Convenient visiting in the City..
 ",9.0,2022-08-26T02:37:28+07:00
Booking.com,566268846,"
 clean
 please put bidet on your cr",6.0,2022-08-25T14:56:13+07:00
Booking.com,566268983,"
 Buffet
 ",10.0,2022-08-25T14:28:20+07:00
Booking.com,566268799,"
 location is great
 nothing",8.0,2022-08-24T07:07:12+07:00
Booking.com,566268724,"
 
 Not accommodating staff",3.0,2022-08-22T18:11:21+07:00
Booking.com,566268945,"
 feels like home
 carpets and rooms needs upgrade already",9.0,2022-08-19T07:19:11+07:00
Booking.com,566268767,"
 Large room very clean
 Poor WIFI reception",7.0,2022-08-18T16:01:33+07:00
Booking.com,566268698,"
 Not overly impressed with the breakfast
 It’s hard accessing the shopping mall as it’s dangerous crossing the road .",7.0,2022-08-18T04:23:19+07:00
Booking.com,566268734,"
 Breakfast was great. There was a lot of different items. The staff was very helpful.
 Everything was great.",9.0,2022-08-16T15:49:57+07:00
Booking.com,566268902,"
 I love this hotel , the staff are exceptional, breaky is great , three or four different restaurants , two bars just a great experience
 Slow wifi",10.0,2022-08-16T15:08:39+07:00
Booking.com,566268964,"
 all of the anove
 none of the above",10.0,2022-08-16T14:02:47+07:00
Booking.com,566268805,"
 Only the lobby
 Check-in took forever and it was inaccurate. Booked for 1 adult and 1 child and only reflected as one adult and was told I have to pay for breakfast for my child. 

The hotel upgraded me but actually it was actually a downgrade. The Ambassador room was dated and my initial room had a double bed but was given twin beds. Beds were uncomfortable and one of the twin beds was already leaning on the side.

The elevator also had a mind of its own thus being on 18th floor did not help. On the outside of the elevator, there was no indication which direction it was going - either up or down. 

The bathtub certainly needs to be uprooted and replaced. All chipped in so many places and the temporary remedies they made kept floating whilst having a bath. Missing shower cap on amenities and had to request for this. The room was also only provided one toilet tissue so this was also again being requested. 

The room was however clean and of ample size. The view was absolutely rubbish during the day since you then overlooked some deprived areas of the area. The room lacked charging sockets too. 

Disappointing breakfast to say the least and certainly wasn't worth what they were charging. 

Check out was exactly the same as check in that took forever.

The hotel's parking area also smells and is dirty. 

Thank goodness the staff were brilliant with an exception of the Front desk / reception staff who I feel deserve more training and in my opinion were not very good at what they do. 

Overall, not coming back to this hotel and will certainly not be recommending this to family, friends and business colleagues.",3.0,2022-08-15T19:05:01+07:00
Booking.com,533940095,"
 Swimming pool is pretty bad. Under construction.
 Requires renovation.",6.0,2022-08-14T13:35:58+07:00
Booking.com,533940219,"
 location 
staff is trying to be friendly and they are also professional 
love the uniform
 it’s really old - not well maintained in the room.
had a sewer smell by the elevator 
pool not inviting",7.0,2022-08-06T17:39:44+07:00
Booking.com,533940110,"
 The breakfast is always amazing! The staff are wonderful and very supportive
 The shower was a little outdated and the waterfall in the pool area needs major repairs",8.0,2022-08-06T13:29:16+07:00
Booking.com,533940101,"
 Cleanliness
 location",7.0,2022-08-06T07:22:40+07:00
Booking.com,533940181,"
 Spacious room
 No slippers
Didnt clean the room properly,glasses are not washed when we go back to the room .no laundry plastic.",7.0,2022-08-02T06:40:04+07:00
Booking.com,533940146,"
 They have great facilities including some nice restaurants, a casino, separate kids and adult pools, and the best hotel gym I have ever seen. The gym had a cross fit training area, a boxing ring and one of those air aerobics rooms where people hang from curtains. You would never know this as there is absolutely no marketing to guests at check in or in the rooms. Maybe that’s why the restaurants are empty. 
The staff was consistently gracious and super friendly. Requests for maintenance and laundry pick up were prompt and professional. 
Kudos go to the front desk manager who, unlike her colleagues, jumped in to assist when there was a long line. Also the sales department who booked one group after another, keeping the property full. Maybe they can apply their talents to some in house marketing
 What bothered me was the overall lack of management presence, supervision, and training of staff. This extended to fine dining mechanics and timing, to housekeeping details, and attention to the breakfast buffet. 
For example, there was a huge line at the egg station. If the manager checked, he would have seen that a cook who was trying to help the woman at the egg station was instead getting in her way. He kept invading her space and breaking her rhythm. If I was managing a restaurant in town I would hire that woman and double her salary without hesitation. An outstanding employee by any measure. Seeing her being disrespected that way was upsetting to watch.",7.0,2022-07-31T07:07:59+07:00
